gender,educ,partyid,taxpayer,percenttp,wagesal,child,wastecents,eitcself,eitcother,labforce,polideo,polinffreq,regvote,feelfedgov_1,voted,discusspol,poleffic,polvol,polknow1,polknow2,polkno3,marital,ownhome,stateresid,yearbirth,raceeth,hhinc,weightvec
1,2,4,1,60,1,0,81,3,3,6,3,3,1,60,2,3,2,4,4,4,6,5,1,47,9,1,8,0.631671616
1,6,2,1,60,1,2,30,3,4,1,3,2,1,30,1,3,2,4,2,1,3,1,1,1,30,2,18,3.327227455
2,2,4,1,25,1,1,35,4,3,1,2,3,1,38,1,2,2,3,2,2,1,1,2,5,51,1,2,0.570545043
1,2,4,1,68,1,0,60,3,3,6,4,3,1,28,1,3,4,4,2,1,3,1,1,22,9,1,14,0.73595321
1,2,5,1,69,0,0,75,1,1,3,4,2,1,39,1,3,1,3,1,2,3,1,1,43,34,1,9,0.432154266
1,3,7,1,44,1,0,70,3,4,6,6,2,1,5,1,2,1,4,2,1,3,1,1,24,23,1,12,0.538743107
2,3,4,1,91,1,3,95,1,1,1,6,2,1,6,1,2,1,1,3,3,6,1,1,16,49,1,16,1.154111704
1,2,4,1,100,1,0,40,2,2,1,5,4,2,19,2,3,3,4,1,1,6,3,1,18,32,1,10,0.432154266
2,6,2,1,63,1,0,85,3,4,4,2,2,1,30,1,3,1,3,1,2,3,1,1,44,12,1,10,0.631671616
2,5,3,1,81,1,1,20,1,1,1,4,3,1,60,2,3,3,4,2,1,3,1,3,5,35,1,16,0.460739774
1,2,4,1,32,1,0,42,2,2,1,4,4,1,6,2,3,5,4,2,1,3,1,3,33,24,1,17,1.294973709
1,3,1,1,80,1,0,50,1,4,7,2,1,1,51,1,2,2,4,2,1,3,3,3,29,22,1,9,0.3930594
1,5,5,1,61,1,0,28,3,3,6,7,2,1,14,1,2,1,4,2,1,3,1,1,1,9,1,18,1.904373751
1,2,4,2,60,1,0,60,3,4,9,8,1,1,31,1,4,1,4,4,4,6,5,3,22,36,7,2,0.871256716
1,2,2,2,40,1,0,60,3,3,2,4,3,1,39,2,2,2,4,4,4,6,5,3,38,32,1,1,0.312191688
2,2,4,1,99,1,0,100,3,3,6,7,2,1,20,2,4,2,5,3,3,6,2,3,45,28,1,8,0.3930594
2,2,7,1,42,1,0,95,2,2,6,5,3,2,20,2,2,2,4,1,2,6,2,1,49,18,1,1,0.343243209
2,2,5,1,90,1,0,50,3,1,6,4,3,2,30,2,4,2,4,4,4,6,3,3,7,14,1,7,0.627845355
1,5,3,1,60,1,0,18,3,3,6,4,2,1,84,1,2,2,1,1,1,2,1,3,10,21,1,5,0.343243209
2,3,4,1,80,1,0,41,3,4,1,4,2,1,59,1,3,2,4,1,2,6,1,1,36,14,1,15,0.923063978
1,4,4,1,61,0,4,62,2,3,1,1,1,1,88,1,1,1,1,2,1,1,1,1,5,51,1,17,2.165646716
1,2,4,1,75,1,2,99,1,1,6,5,4,1,20,1,3,1,4,2,1,3,3,1,34,43,1,10,0.789782315
1,5,2,1,50,1,0,72,3,3,1,4,3,1,39,1,3,1,1,1,2,6,5,3,10,48,1,11,0.789782315
1,4,1,1,61,1,0,61,4,3,1,3,2,1,64,1,2,3,1,1,2,1,5,1,47,56,2,8,2.016927406
2,2,4,2,71,1,0,61,1,2,6,5,3,1,21,1,3,3,4,1,4,6,3,3,21,12,1,3,0.501712027
1,2,4,1,83,1,0,17,3,0,9,6,4,2,12,2,2,3,4,2,2,6,1,1,39,26,1,15,0.503497879
2,2,7,1,70,1,0,81,3,3,6,4,4,1,31,1,4,3,4,1,1,6,5,1,27,15,1,5,0.456324613
1,4,1,1,40,1,0,40,1,1,6,1,2,1,11,1,2,1,4,2,1,3,5,1,39,24,3,13,1.285820981
2,6,5,1,40,1,0,61,2,4,1,6,2,1,19,1,2,1,4,2,1,3,5,3,10,38,1,17,2.38104843
1,2,4,1,91,1,0,99,1,1,1,1,1,1,100,1,1,1,1,1,2,1,5,1,36,53,1,11,0.984578453
1,6,1,1,100,1,0,20,3,1,8,2,1,1,33,1,2,1,3,2,1,1,1,1,5,34,1,19,1.185001802
2,2,4,1,60,1,0,80,1,3,6,7,1,2,4,2,1,1,4,1,2,6,3,1,38,33,1,15,0.460739774
1,5,4,1,100,1,0,50,3,4,1,4,2,1,30,1,3,2,4,2,1,3,5,3,38,37,1,12,0.3930594
1,3,5,1,71,1,2,79,2,2,2,2,3,2,2,2,3,3,4,1,1,6,1,3,5,36,1,19,1.185001802
1,2,1,1,59,1,0,100,3,3,6,1,3,1,0,1,3,2,4,1,2,3,3,3,26,39,1,9,0.984578453
1,3,1,1,80,1,1,40,2,1,6,4,2,1,50,1,2,2,4,1,1,6,3,3,14,40,1,10,0.984578453
2,1,9,1,75,1,1,97,1,2,1,4,4,2,1,2,3,3,4,3,3,6,5,1,22,52,1,8,0.784998321
2,6,1,1,70,1,0,50,3,2,6,1,2,1,80,1,3,2,4,2,1,3,1,1,34,15,1,17,1.904373751
2,2,9,1,84,1,2,44,3,3,5,5,3,1,47,2,3,3,4,3,3,6,1,3,39,39,1,2,0.623493423
1,5,1,2,71,1,0,20,1,3,6,4,4,1,0,1,4,1,4,4,4,6,1,3,5,21,3,12,1.003785803
1,6,2,1,54,1,0,34,3,3,2,4,3,1,27,1,3,2,4,2,1,3,1,1,24,8,1,11,0.787470485
2,3,6,1,18,1,0,100,3,3,1,5,3,1,1,1,3,1,4,1,2,3,3,1,1,27,1,9,0.432154266
2,3,6,1,50,1,0,50,3,3,6,4,3,1,30,1,3,2,4,2,1,3,2,1,49,24,1,7,0.432154266
2,6,1,1,90,1,1,40,3,3,1,2,2,1,57,1,3,2,1,2,1,3,1,1,11,30,1,19,1.302865633
2,5,4,1,90,1,2,20,4,4,2,8,5,2,20,3,5,3,1,3,3,6,1,1,31,33,1,14,0.503497879
2,2,2,1,78,1,1,38,1,3,1,4,4,1,36,1,4,6,4,4,4,6,1,1,5,30,3,13,1.176626343
1,6,7,1,45,1,3,33,3,1,1,6,1,1,10,1,1,1,1,2,2,3,1,1,47,43,1,18,2.38104843
2,3,6,1,66,1,0,34,3,1,1,5,5,1,58,1,2,5,4,1,2,6,1,1,33,16,1,12,0.627845355
2,2,4,1,60,1,2,20,1,1,1,8,4,2,50,2,4,5,4,4,4,6,1,1,35,49,1,11,0.984578453
1,4,4,1,70,1,0,30,2,1,1,5,2,1,60,1,3,2,4,2,1,3,1,1,11,25,1,17,1.302865633
2,4,5,1,97,1,0,95,3,3,1,7,2,1,0,1,1,1,4,2,1,3,1,1,44,28,1,12,0.432154266
2,2,4,1,33,1,0,46,3,2,6,4,2,1,22,1,3,4,4,2,1,3,1,1,34,17,1,11,0.631671616
2,2,4,1,81,1,0,50,1,1,8,4,4,2,50,2,4,3,4,1,1,6,3,3,31,21,1,3,0.341164062
1,6,3,1,37,1,0,71,1,1,1,3,2,1,60,1,1,1,3,2,1,3,1,1,34,18,1,18,1.302865633
2,2,4,1,100,1,0,99,3,1,5,4,2,2,2,2,2,1,4,2,1,3,1,3,14,30,1,20,0.647756994
2,2,1,1,80,1,0,21,1,1,2,4,3,1,39,2,3,3,4,4,4,6,5,3,14,23,2,2,1.09276742
1,5,2,1,92,1,0,42,3,3,6,4,3,1,55,1,3,4,1,1,1,6,1,1,31,18,1,12,0.429536552
2,3,1,1,100,1,0,20,4,4,1,4,2,1,39,2,3,1,4,2,4,6,5,3,10,51,3,10,2.016927406
1,2,4,1,29,0,2,39,0,3,3,3,4,2,20,2,3,4,3,3,3,3,3,3,17,38,1,3,0.782012106
1,2,1,2,65,1,0,69,4,4,6,2,2,1,68,1,2,2,4,2,1,6,3,3,7,28,1,1,0.341164062
1,2,4,1,81,1,7,60,1,1,1,8,3,1,50,2,3,3,3,2,2,6,5,3,39,43,1,10,0.784998321
2,2,4,1,51,1,0,96,4,4,4,4,3,3,0,2,3,3,4,4,4,6,5,4,19,53,2,1,1.601966451
2,2,7,2,80,1,0,51,1,2,6,7,1,1,70,1,3,1,4,2,1,3,3,3,39,11,1,1,0.498672977
2,5,1,1,60,1,0,20,3,3,1,2,2,1,48,1,2,2,4,2,1,3,1,1,33,28,1,19,1.294973709
2,5,4,1,60,1,0,81,3,3,2,4,4,2,39,2,4,4,4,3,3,6,3,4,31,26,1,14,0.503497879
1,2,4,1,55,1,0,26,3,1,9,8,4,2,50,2,4,4,4,4,4,6,3,4,24,33,1,4,0.427902551
2,2,1,1,100,1,0,80,2,3,9,6,3,1,60,1,2,1,4,1,4,6,1,3,21,23,2,2,0.876566393
1,2,5,1,71,1,2,59,2,4,4,4,5,2,57,3,5,3,5,2,4,6,3,3,6,47,1,8,0.718334602
1,5,2,1,91,1,0,50,1,4,1,2,2,1,51,1,1,3,4,1,2,6,5,1,5,53,1,19,2.165646716
2,5,1,1,31,1,0,59,3,3,1,4,4,1,41,1,2,3,1,2,2,3,5,1,29,49,1,11,0.718334602
1,2,9,1,80,1,0,40,3,4,1,5,3,1,50,1,3,3,4,1,2,1,3,3,10,50,1,14,0.92577388
1,3,6,2,91,1,0,40,3,3,6,5,4,1,54,1,4,4,4,4,4,6,4,3,3,7,1,10,0.574527399
1,2,4,1,70,1,0,40,3,3,1,6,4,1,40,1,4,1,4,2,1,6,1,1,42,18,1,10,0.538743107
1,3,6,1,42,1,0,25,3,4,1,5,4,1,35,1,3,4,4,2,1,3,1,1,20,29,1,12,0.429536552
2,5,1,1,50,1,0,34,3,3,1,3,2,1,49,1,2,3,2,1,1,6,1,3,10,29,1,10,0.432154266
2,5,7,1,85,1,0,33,3,4,2,6,1,1,35,1,1,2,4,2,1,3,1,1,1,31,1,16,0.506566333
1,5,6,1,89,1,0,10,3,2,2,6,3,1,68,1,2,2,4,2,1,3,5,1,24,28,1,7,0.538743107
2,2,7,1,60,1,0,81,2,3,6,6,3,2,18,2,1,1,4,1,2,6,3,3,44,16,1,1,0.501712027
2,6,7,1,72,1,0,43,3,4,1,5,1,1,59,1,1,2,3,2,1,3,1,1,33,31,1,19,1.294973709
1,3,6,1,40,1,0,23,3,2,1,6,1,1,13,1,2,2,4,1,1,1,1,3,17,21,1,3,0.427902551
1,1,9,1,71,1,0,50,3,3,2,8,3,1,9,1,4,3,4,3,4,6,5,3,14,32,1,5,0.427902551
2,4,2,1,81,1,0,80,3,2,1,7,3,1,19,1,3,4,4,1,1,6,2,1,11,24,1,1,0.343243209
2,2,2,1,73,1,0,47,4,4,1,3,3,1,50,1,3,3,4,4,1,1,2,1,50,24,1,11,0.538743107
2,5,1,1,62,1,0,23,3,3,1,1,1,1,20,1,2,1,4,4,4,6,1,1,3,52,1,15,0.84202368
2,5,1,1,100,1,0,19,2,2,6,2,1,1,19,1,3,2,4,1,1,3,2,3,5,14,1,6,0.574527399
2,2,4,1,100,1,0,60,1,1,1,4,3,1,30,1,3,2,4,1,1,3,3,3,34,35,1,9,0.432154266
1,5,7,1,69,1,0,80,3,3,1,7,3,1,39,1,2,4,4,2,1,6,1,1,44,22,3,9,1.103625348
1,3,2,1,97,1,0,35,1,2,4,4,2,1,50,1,2,2,4,1,1,1,1,1,26,22,1,11,0.538743107
1,1,1,2,81,0,0,29,3,3,6,1,4,1,82,2,3,5,4,4,1,1,5,3,5,17,2,2,1.165351009
2,3,3,1,60,1,0,10,3,3,1,3,3,1,75,1,3,1,4,2,1,3,1,1,33,32,1,11,0.429536552
1,5,1,1,97,1,0,7,3,3,2,2,2,1,15,1,2,5,1,1,2,3,1,1,1,48,2,9,2.016927406
2,5,4,1,40,1,2,39,4,3,8,6,3,1,30,2,2,3,4,1,1,3,1,3,2,53,1,14,0.84202368
2,4,7,1,69,1,0,81,1,3,6,7,3,1,20,1,3,1,4,2,1,3,3,3,23,18,1,8,0.538743107
1,2,4,1,50,1,0,60,1,1,1,5,4,3,0,2,3,2,4,1,1,6,5,3,22,24,1,5,0.341164062
2,6,1,1,89,1,0,60,1,1,2,1,2,1,56,1,2,2,4,2,1,3,5,1,23,15,1,9,0.787470485
2,2,9,1,83,1,0,79,4,4,8,8,4,1,6,3,4,3,4,3,3,6,1,1,44,30,1,5,0.343243209
2,2,7,1,72,1,5,65,1,1,8,7,2,1,14,1,2,1,4,1,2,1,1,1,48,45,1,16,0.84202368
2,5,1,1,80,1,2,40,3,3,8,2,3,1,67,1,2,2,4,4,1,1,1,1,39,41,1,13,0.920166135
2,5,3,1,71,1,0,60,3,3,1,5,4,2,9,2,3,4,4,3,4,6,5,3,22,60,3,10,5.000083137
1,5,3,1,81,1,0,39,3,3,2,4,3,1,51,1,1,2,4,2,1,3,3,4,34,22,1,1,0.343243209
1,5,6,1,31,1,0,33,1,2,1,5,2,1,26,1,2,2,1,2,1,4,3,1,5,23,1,17,1.185001802
1,3,7,1,70,1,0,80,3,2,2,7,1,1,3,1,1,2,4,1,2,6,5,1,50,25,1,1,0.427902551
1,2,2,1,82,1,0,44,3,4,2,4,2,1,72,1,2,3,2,4,4,6,5,3,33,32,2,1,0.871256716
1,6,4,1,50,1,0,60,3,3,6,4,3,1,50,1,1,3,4,2,1,3,1,1,14,14,1,20,0.946813996
2,3,4,1,49,1,0,100,1,2,1,6,1,1,0,1,2,1,4,2,1,3,3,1,36,15,1,8,0.787470485
4,7,9,3,69,0,0,95,4,4,10,8,5,3,31,3,5,6,5,4,4,6,6,5,10,49,7,1,1.601966451
1,2,4,1,30,1,0,5,3,1,6,4,2,2,80,2,2,3,4,2,2,3,1,1,4,27,1,2,0.343243209
1,2,4,1,12,1,0,12,1,2,2,2,3,3,12,2,1,2,2,2,1,1,3,1,2,48,1,2,0.570545043
2,2,4,2,5,0,1,2,2,1,7,4,3,1,6,1,3,2,4,2,2,6,5,3,31,61,1,6,4.847681165
2,4,4,1,63,1,0,57,3,3,1,7,3,1,9,2,2,5,4,4,4,6,1,1,50,24,1,16,0.631508565
2,5,1,1,81,1,2,40,1,1,1,6,3,1,58,1,2,2,3,1,1,2,5,1,36,36,2,11,1.375829411
1,3,7,1,50,1,0,27,3,4,6,6,4,1,51,1,2,2,3,2,1,3,1,1,17,12,1,13,0.923063978
2,2,4,1,70,1,0,97,1,4,6,4,3,1,39,2,3,5,4,2,2,6,1,1,34,14,1,20,0.759489452
2,6,2,1,68,1,1,23,3,3,8,4,3,2,76,2,3,4,4,1,1,6,1,1,48,46,4,15,2.15034017
1,4,1,1,80,1,0,14,3,4,2,2,2,1,62,1,2,2,4,2,1,3,2,3,5,20,1,8,0.3930594
1,5,2,1,50,1,1,11,3,3,1,2,2,1,60,1,2,4,4,2,1,3,1,1,10,23,1,16,0.506566333
2,2,6,1,70,1,0,30,3,3,1,6,4,1,2,1,2,4,4,2,2,1,1,1,39,22,1,11,0.429536552
1,5,4,1,40,1,0,11,3,3,1,4,2,1,29,1,2,3,4,2,1,3,1,3,14,18,5,14,1.612731644
1,6,6,1,49,1,0,15,3,3,1,6,2,1,20,1,2,2,4,2,1,3,1,1,10,21,1,17,1.302865633
1,6,4,1,81,1,0,35,3,3,1,4,3,2,10,2,3,3,4,1,2,3,1,1,3,34,1,19,1.185001802
1,5,6,1,72,1,0,23,1,4,1,6,3,1,40,2,3,4,4,4,4,6,3,1,26,26,1,12,0.538743107
1,6,1,2,50,0,0,61,1,1,6,4,1,1,100,1,1,1,1,1,1,4,1,3,32,4,1,3,0.456324613
1,2,7,1,47,1,1,58,1,1,1,1,1,1,92,1,1,1,1,2,2,1,1,1,11,54,1,14,0.92577388
1,3,6,1,40,1,0,41,1,1,1,4,4,1,19,2,3,3,3,2,2,3,5,3,45,53,1,11,0.718334602
2,2,4,1,71,1,2,0,4,4,8,5,3,2,59,3,5,3,4,3,3,6,1,3,9,40,3,2,1.641951179
2,3,6,2,60,1,0,20,3,3,5,6,2,1,39,1,1,2,1,1,1,3,3,3,38,21,1,20,0.4725944
2,4,2,1,40,1,0,60,3,1,2,6,2,1,20,1,3,4,4,2,1,3,1,1,36,32,1,12,0.538743107
2,6,1,1,90,1,0,25,1,1,1,4,3,1,51,1,2,2,4,1,2,6,5,1,14,37,2,14,1.612731644
1,3,4,1,86,1,0,80,4,4,1,4,3,1,13,1,2,2,3,3,4,1,5,1,29,47,5,17,5.000013911
1,6,6,1,82,1,0,81,1,2,1,5,2,1,9,3,2,4,2,2,2,3,1,3,31,44,7,20,2.004710154
1,2,4,1,100,1,0,60,3,2,2,7,2,1,0,1,3,1,4,1,1,3,1,1,39,29,1,2,0.341164062
1,6,6,1,40,1,0,39,3,2,6,6,2,1,40,1,2,3,4,1,2,3,1,1,5,16,1,19,1.732094445
1,5,4,1,60,1,0,39,3,1,6,4,1,1,20,1,2,1,1,2,1,3,3,1,36,13,1,15,0.923063978
1,3,3,1,50,1,0,25,2,4,9,1,1,1,63,1,1,5,3,2,1,3,5,3,21,24,1,9,0.432154266
1,4,5,1,48,1,0,60,3,3,6,6,1,1,11,1,1,4,3,2,1,3,1,1,14,11,1,14,0.923063978
1,7,3,1,61,1,0,63,1,1,1,4,2,1,19,1,2,2,4,2,1,3,1,1,34,43,1,20,0.789782315
2,2,4,1,100,1,0,70,1,1,1,4,4,1,50,2,4,3,3,4,4,6,5,4,15,38,1,1,0.782012106
1,2,5,1,70,1,1,61,1,1,1,4,3,1,48,1,3,2,4,1,1,6,1,1,34,27,1,12,0.432154266
2,2,5,1,60,1,1,80,2,3,1,5,2,1,30,2,3,3,4,1,1,3,5,3,10,50,1,12,0.789782315
2,2,7,1,81,1,3,84,4,4,8,6,5,1,82,2,3,1,3,2,4,6,1,1,5,48,4,15,2.15034017
1,2,5,1,50,1,0,30,3,4,1,7,1,1,2,1,1,5,1,2,1,3,5,3,44,34,1,8,0.432154266
2,6,2,1,80,1,0,20,2,2,6,2,2,1,69,1,4,3,4,2,1,3,1,1,5,16,5,18,4.423381849
2,5,4,1,90,1,0,40,3,1,1,4,3,1,0,2,3,4,4,1,1,2,5,3,36,52,1,13,1.154111704
2,2,5,1,71,0,0,100,2,1,1,6,4,2,50,2,3,6,4,2,2,6,1,1,44,31,1,9,0.432154266
2,2,7,1,50,1,0,71,3,3,6,7,1,1,6,1,1,5,3,2,1,3,1,1,24,16,1,20,0.946813996
2,2,4,1,99,1,0,60,3,1,1,6,3,1,15,1,4,5,4,4,4,6,5,3,50,23,1,10,0.538743107
1,3,5,1,81,1,0,90,4,4,6,6,3,1,19,1,3,1,3,1,1,6,1,1,22,13,1,9,0.627845355
1,3,4,1,81,1,1,60,3,1,6,4,1,1,2,1,2,1,4,2,1,3,2,1,14,17,1,8,0.787470485
2,3,7,1,60,1,0,40,1,1,6,7,2,1,43,1,2,3,4,2,1,3,1,1,1,18,1,12,0.432154266
2,2,4,1,71,1,0,21,1,3,8,4,2,1,19,1,2,3,4,2,1,3,1,1,29,18,1,19,1.185001802
2,6,4,1,19,1,0,17,3,3,7,4,3,2,24,2,3,3,3,3,3,6,3,1,22,26,1,17,1.294973709
1,3,1,1,61,1,3,81,2,4,2,1,2,1,34,1,1,2,4,1,1,1,1,1,10,35,4,12,1.103625348
2,2,4,1,90,1,1,80,1,1,2,4,2,1,20,1,2,2,4,1,2,3,5,1,37,27,1,11,0.432154266
2,6,6,1,51,1,2,68,1,1,8,6,1,1,18,1,2,1,4,2,1,3,1,1,4,35,1,12,0.432154266
2,6,3,1,91,1,0,40,3,3,6,3,1,1,67,1,1,1,2,2,1,3,5,3,16,1,1,8,0.787470485
1,4,7,1,30,1,2,80,1,1,2,7,1,1,20,1,2,2,3,2,1,3,1,1,13,26,1,15,0.460739774
2,2,4,1,86,1,0,54,4,4,6,7,4,2,50,2,4,3,4,2,2,6,2,1,23,22,1,4,0.427902551
1,3,1,2,60,1,0,100,3,4,5,7,4,1,39,2,3,1,4,4,4,6,3,3,34,33,5,1,0.876566393
2,2,4,1,71,1,1,38,1,1,9,7,2,1,36,1,3,2,4,2,4,3,1,1,15,34,1,10,0.538743107
2,4,1,1,91,1,0,25,2,1,5,2,4,2,50,2,2,2,4,2,1,6,5,1,10,23,1,1,0.343243209
2,5,1,1,90,1,0,39,3,3,4,4,3,1,70,1,3,2,4,1,1,6,1,1,21,22,4,16,1.293657126
1,5,1,1,70,1,0,1,3,3,6,1,1,1,80,1,2,1,3,2,1,3,5,1,22,14,1,14,0.73595321
2,3,7,1,64,1,0,95,1,1,9,6,2,1,1,2,2,4,4,1,1,6,5,3,16,32,1,2,0.427902551
1,5,1,1,90,1,0,61,2,4,6,4,3,1,48,1,3,3,4,2,1,6,1,1,5,16,3,12,1.46721449
2,2,1,1,72,1,0,40,1,3,1,2,1,1,100,1,1,2,1,1,1,4,5,1,39,24,1,12,0.429536552
1,2,4,2,43,1,0,91,3,3,9,4,4,2,1,2,3,1,3,3,3,6,5,3,39,44,1,2,0.623493423
2,3,1,2,97,1,0,100,3,3,9,1,4,1,3,1,4,3,3,1,1,6,1,3,47,36,2,5,0.876566393
1,5,7,1,76,1,0,100,3,3,1,5,2,1,0,1,3,2,2,2,1,4,1,1,31,18,1,10,0.429536552
2,2,4,1,80,1,0,100,1,1,4,6,2,1,0,2,1,2,2,2,1,3,1,3,3,32,1,1,0.312191688
2,3,2,1,90,1,0,24,1,1,1,4,2,2,39,2,2,3,4,4,1,6,3,1,33,22,1,17,1.294973709
3,2,4,1,84,1,0,100,4,2,6,8,1,1,1,1,4,4,4,2,2,6,1,1,36,8,7,6,2.011023508
1,6,3,1,41,1,0,60,1,3,9,1,1,1,20,1,1,1,3,2,1,3,5,3,33,47,1,19,2.366625567
2,1,4,1,42,0,0,58,3,4,8,4,5,2,21,3,5,6,5,4,4,6,3,3,20,34,1,1,0.341164062
2,2,4,3,9,0,0,7,4,4,5,8,4,2,12,2,4,6,4,4,4,6,5,3,47,35,1,20,0.519600055
1,5,6,1,50,1,0,60,3,3,6,6,2,1,60,1,1,5,4,2,1,3,1,1,11,16,1,18,1.904373751
1,2,4,2,91,1,0,40,1,3,6,3,2,1,20,1,4,1,4,2,1,6,3,3,43,22,1,3,0.343243209
2,2,4,2,81,1,0,51,1,2,9,2,2,2,48,2,2,2,4,1,1,3,3,1,44,30,1,2,0.343243209
2,2,7,1,71,1,0,40,1,1,6,7,3,1,25,1,2,4,4,2,1,3,1,1,33,13,1,10,0.627845355
2,3,3,1,70,1,0,19,3,3,1,3,2,1,81,1,3,2,4,2,1,3,2,1,7,12,1,14,0.73595321
2,2,1,1,49,1,0,100,3,3,6,8,4,1,12,1,4,5,4,4,4,6,2,1,10,4,1,8,0.631671616
1,2,4,1,71,1,0,50,3,4,1,4,1,1,16,2,3,3,3,4,4,1,2,2,23,25,1,20,0.647756994
1,5,6,1,51,1,0,28,3,3,6,6,1,1,19,1,2,2,4,2,1,3,4,1,44,14,1,17,1.904373751
1,4,6,2,30,1,0,90,3,1,9,6,2,1,5,1,2,2,4,1,2,2,1,1,10,33,1,14,0.506566333
2,6,1,1,81,1,0,81,1,4,6,2,2,1,71,1,2,2,3,2,1,6,1,1,39,25,1,17,1.294973709
1,2,4,1,81,1,1,35,2,1,6,8,2,1,37,2,1,1,4,1,1,6,4,3,36,27,1,1,0.427902551
2,2,6,1,75,1,1,60,1,1,10,5,3,1,3,1,4,3,4,1,2,6,1,1,39,35,1,11,0.429536552
1,2,1,1,80,0,0,40,1,1,6,2,2,1,39,1,2,2,4,1,2,6,1,3,26,25,2,12,1.375829411
1,2,4,1,50,1,0,19,1,1,2,5,1,1,40,1,2,3,4,2,1,3,5,3,31,33,1,8,0.429536552
2,5,4,1,65,1,3,89,1,1,1,2,2,1,73,1,2,2,2,2,2,2,3,1,50,48,1,11,0.984578453
1,2,7,1,39,1,0,33,3,3,2,7,2,1,29,1,1,1,1,2,2,3,1,1,34,18,1,15,0.506566333
1,4,5,1,45,1,0,33,3,3,2,5,2,1,17,1,3,4,1,2,1,3,3,3,5,34,1,9,0.3930594
2,4,3,1,97,0,0,59,1,3,3,4,3,2,65,2,4,1,3,4,4,6,1,4,34,31,5,1,0.876566393
1,2,3,1,69,1,0,40,3,2,6,4,4,2,19,2,3,5,4,4,4,6,3,1,1,10,1,7,0.631671616
1,2,2,1,65,1,0,27,3,3,6,3,2,1,56,1,3,2,4,2,1,3,2,3,36,12,1,9,0.787470485
1,2,4,1,71,0,1,82,3,1,1,4,4,1,50,1,3,4,4,2,1,3,1,3,10,37,2,9,1.103625348
1,5,5,1,40,1,0,32,3,3,6,6,1,1,32,1,1,1,3,2,1,3,1,1,15,1,1,15,0.923063978
2,3,3,1,80,1,0,30,3,3,6,4,4,1,20,1,2,4,3,2,1,3,3,1,3,8,1,11,0.574527399
2,2,9,1,91,1,0,60,2,4,6,4,3,2,74,2,4,3,4,1,4,1,2,1,11,14,1,1,0.501712027
1,2,4,1,70,1,1,40,3,1,1,3,5,1,40,2,3,3,4,4,4,1,3,3,10,38,1,11,0.789782315
2,2,6,1,81,1,0,80,3,3,6,6,3,1,7,1,3,2,3,2,1,3,1,1,36,10,1,11,0.787470485
